Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume,,No
Kwun Tong Road Eastbound,Middle Lane,2,South,Y,22/3/2025,67.93085106,0.542553191,230,,No
Kwun Tong Road Eastbound,Slow Lane,2,South,Y,22/3/2025,60.52659574,0.14893617,34,,No
New Clear Water Bay Road Eastbound,Fast Lane,2,East,Y,22/3/2025,70.64893617,0.308510638,59,,No
New Clear Water Bay Road Eastbound,Middle Lane,2,East,Y,22/3/2025,68.04255319,1.734042553,133,,No
New Clear Water Bay Road Eastbound,Slow Lane,2,East,Y,22/3/2025,70.9893617,0.393617021,51,,No
New Clear Water Bay Road Eastbound,Fast Lane,2,North West,Y,22/3/2025,64.87234043,0.382978723,19,,No
New Clear Water Bay Road Eastbound,Slow Lane,2,North West,Y,22/3/2025,62.75531915,0.585106383,32,,No
New Clear Water Bay Road Eastbound,Fast Lane,2,South East,Y,22/3/2025,73.87234043,0.606382979,48,,No
New Clear Water Bay Road Eastbound,Middle Lane,2,South East,Y,22/3/2025,77.37234043,1.404255319,133,,No
New Clear Water Bay Road Eastbound,Slow Lane,2,South East,Y,22/3/2025,69.27659574,0.074468085,8,,No
New Clear Water Bay Road Westbound,Fast Lane,2,South,Y,22/3/2025,54.64893617,0.670212766,41,,No
New Clear Water Bay Road Westbound,Fast Lane,2,North West,Y,22/3/2025,55.08510638,0.627659574,42,,No
New Clear Water Bay Road Westbound,Slow Lane,2,North West,Y,22/3/2025,55.58510638,1.35106383,96,,No
New Clear Water Bay Road Westbound,Fast Lane,2,West,Y,22/3/2025,72.37234043,0.505319149,85,,No
New Clear Water Bay Road Westbound,Slow Lane,2,West,Y,22/3/2025,64.69148936,0.808510638,58,,No
Prince Edward Road Northeastbound,Fast Lane,2,North East,Y,22/3/2025,76.96276596,1.074468085,194,,No
Prince Edward Road Northeastbound,Slow Lane,2,North East,Y,22/3/2025,73.39361702,2.122340426,320,,No
Prince Edward Road Northeastbound,Middle Lane,2,North East,Y,22/3/2025,78.39361702,1.755319149,149,,No
Prince Edward Road Southeastbound,Fast Lane,2,South West,Y,22/3/2025,84.92553191,2.393617021,207,,No
Prince Edward Road Southeastbound,Slow Lane,2,South West,Y,22/3/2025,74.08510638,0.617021277,59,,No
Kwun Tong Road Eastbound,Fast Lane,2,South East,N,22/3/2025,68,0,1,,No
Kwun Tong Road Eastbound,Middle Lane 1,2,South East,N,22/3/2025,50,0,0,,Yes
Kwun Tong Road Eastbound,Middle Lane 2,2,South East,N,22/3/2025,70,1.5,7,,No
Kwun Tong Road Eastbound,Slow Lane,2,South East,N,22/3/2025,57,0.5,2,,No
Kwun Tong Road Westbound,Fast Lane,3,North West,Y,22/3/2025,60.81956522,0.610869565,438,,No
Kwun Tong Road Westbound,Middle Lane 1,3,North West,Y,22/3/2025,59.74728261,0.828804348,580,,No
Kwun Tong Road Westbound,Middle Lane 2,3,North West,Y,22/3/2025,60.81793478,0.475543478,326,,No
Kwun Tong Road Westbound,Slow Lane,3,North West,Y,22/3/2025,58.14347826,0.334782609,249,,No
Kwun Tong Road Westbound,Fast Lane,3,North,Y,22/3/2025,81.93478261,0.923913043,145,,No
Kwun Tong Road Westbound,Middle Lane,3,North,Y,22/3/2025,71.82608696,0.815217391,146,,No
Kwun Tong Road Westbound,Slow Lane,3,North,Y,22/3/2025,67.86956522,0.206521739,32,,No
Kwun Tong Road Westbound,Middle Lane 3,3,North West,Y,22/3/2025,73.26086957,0.065217391,74,,No
Kwun Tong Road Westbound,Middle Lane 4,3,North West,Y,22/3/2025,74.7826087,1.108695652,284,,No
Kwun Tong Road Eastbound,Fast Lane,3,South East,Y,22/3/2025,65.56702899,1.050724638,761,,No
Kwun Tong Road Eastbound,Middle Lane,3,South East,Y,22/3/2025,60.9673913,1.155797101,373,,No
Kwun Tong Road Eastbound,Slow Lane,3,South East,Y,22/3/2025,58.82789855,0.688405797,546,,No
Kwun Tong Road Eastbound,Middle Lane 1,3,South East,Y,22/3/2025,59.31884058,0.557971014,249,,No
Kwun Tong Road Eastbound,Middle Lane 2,3,South East,Y,22/3/2025,66.05797101,2.231884058,613,,No
Kwun Tong Road Eastbound,Fast Lane,3,South,Y,22/3/2025,72.01092896,1.808743169,553,,No
Kwun Tong Road Eastbound,Middle Lane,3,South,Y,22/3/2025,64.97814208,0.568306011,207,,No
Kwun Tong Road Eastbound,Slow Lane,3,South,Y,22/3/2025,59.82513661,0.098360656,25,,No
New Clear Water Bay Road Eastbound,Fast Lane,3,East,Y,22/3/2025,69.90217391,0.239130435,44,,No
New Clear Water Bay Road Eastbound,Middle Lane,3,East,Y,22/3/2025,65.11956522,1.847826087,129,,No
New Clear Water Bay Road Eastbound,Slow Lane,3,East,Y,22/3/2025,70.45652174,0.402173913,40,,No
New Clear Water Bay Road Eastbound,Fast Lane,3,North West,Y,22/3/2025,66.55434783,0.304347826,12,,No
New Clear Water Bay Road Eastbound,Slow Lane,3,North West,Y,22/3/2025,65.94565217,0.489130435,25,,No
New Clear Water Bay Road Eastbound,Fast Lane,3,South East,Y,22/3/2025,73.07608696,0.336956522,31,,No
New Clear Water Bay Road Eastbound,Middle Lane,3,South East,Y,22/3/2025,77.85869565,1.456521739,119,,No
New Clear Water Bay Road Eastbound,Slow Lane,3,South East,Y,22/3/2025,70.59782609,0.086956522,8,,No
New Clear Water Bay Road Westbound,Fast Lane,3,South,Y,22/3/2025,54.95652174,0.532608696,33,,No
New Clear Water Bay Road Westbound,Fast Lane,3,North West,Y,22/3/2025,56.2826087,0.717391304,44,,No
New Clear Water Bay Road Westbound,Slow Lane,3,North West,Y,22/3/2025,58.06521739,1.119565217,77,,No
New Clear Water Bay Road Westbound,Fast Lane,3,West,Y,22/3/2025,72.125,0.434782609,68,,No
New Clear Water Bay Road Westbound,Slow Lane,3,West,Y,22/3/2025,67.73913043,0.565217391,43,,No
Prince Edward Road Northeastbound,Fast Lane,3,North East,Y,22/3/2025,76.33152174,0.760869565,157,,No
Prince Edward Road Northeastbound,Slow Lane,3,North East,Y,22/3/2025,73.11413043,1.875,280,,No
Prince Edward Road Northeastbound,Middle Lane,3,North East,Y,22/3/2025,84.30434783,1.543478261,130,,No
Prince Edward Road Southeastbound,Fast Lane,3,South West,Y,22/3/2025,84.81521739,1.630434783,142,,No
Prince Edward Road Southeastbound,Slow Lane,3,South West,Y,22/3/2025,77.82608696,0.47826087,53,,No
Kwun Tong Road Eastbound,Fast Lane,3,South,N,22/3/2025,69,2,3,,No
Kwun Tong Road Eastbound,Middle Lane,3,South,N,22/3/2025,69,1,1,,No
Kwun Tong Road Eastbound,Slow Lane,3,South,N,22/3/2025,70,0,0,,No
Kwun Tong Road Westbound,Fast Lane,4,North West,Y,22/3/2025,59.63157895,0.833333333,498,,No
Kwun Tong Road Westbound,Middle Lane 1,4,North West,Y,22/3/2025,59.32417582,0.744505495,518,,No
Kwun Tong Road Westbound,Middle Lane 2,4,North West,Y,22/3/2025,60.00824176,0.774725275,442,,No
Kwun Tong Road Westbound,Slow Lane,4,North West,Y,22/3/2025,57.68640351,0.510964912,252,,No
Kwun Tong Road Westbound,Fast Lane,4,North,Y,22/3/2025,77.51086957,1.5,199,,No
Kwun Tong Road Westbound,Middle Lane,4,North,Y,22/3/2025,71.82608696,0.826086957,133,,No
Kwun Tong Road Westbound,Slow Lane,4,North,Y,22/3/2025,68.26086957,0.163043478,22,,No
Kwun Tong Road Westbound,Middle Lane 3,4,North West,Y,22/3/2025,72.10227273,0.193181818,78,,No
Kwun Tong Road Westbound,Middle Lane 4,4,North West,Y,22/3/2025,73.42045455,1.465909091,284,,No
Kwun Tong Road Eastbound,Fast Lane,4,South East,Y,22/3/2025,67.55253623,0.96557971,702,,No
Kwun Tong Road Eastbound,Middle Lane,4,South East,Y,22/3/2025,61.85144928,1.101449275,339,,No
Kwun Tong Road Eastbound,Slow Lane,4,South East,Y,22/3/2025,58.97826087,0.666666667,467,,No
Kwun Tong Road Eastbound,Middle Lane 1,4,South East,Y,22/3/2025,59.05072464,0.557971014,210,,No
Kwun Tong Road Eastbound,Middle Lane 2,4,South East,Y,22/3/2025,66.51086957,1.786231884,544,,No
Kwun Tong Road Eastbound,Fast Lane,4,South,Y,22/3/2025,73.20108696,1.548913043,479,,No
Kwun Tong Road Eastbound,Middle Lane,4,South,Y,22/3/2025,66.93478261,0.505434783,194,,No
Kwun Tong Road Eastbound,Slow Lane,4,South,Y,22/3/2025,60.48369565,0.141304348,37,,No
New Clear Water Bay Road Eastbound,Fast Lane,4,East,Y,22/3/2025,71.25543478,0.27173913,53,,No
New Clear Water Bay Road Eastbound,Middle Lane,4,East,Y,22/3/2025,69.0326087,1.5,112,,No
New Clear Water Bay Road Eastbound,Slow Lane,4,East,Y,22/3/2025,70.61413043,0.358695652,41,,No
New Clear Water Bay Road Eastbound,Fast Lane,4,North West,Y,22/3/2025,65.51086957,0.358695652,19,,No
New Clear Water Bay Road Eastbound,Slow Lane,4,North West,Y,22/3/2025,63.35869565,0.641304348,33,,No
New Clear Water Bay Road Eastbound,Fast Lane,4,South East,Y,22/3/2025,74.82608696,0.576086957,39,,No
New Clear Water Bay Road Eastbound,Middle Lane,4,South East,Y,22/3/2025,76.29347826,1.163043478,100,,No
New Clear Water Bay Road Eastbound,Slow Lane,4,South East,Y,22/3/2025,69.92391304,0.217391304,5,,No
New Clear Water Bay Road Westbound,Fast Lane,4,South,Y,22/3/2025,54.18478261,0.630434783,35,,No
New Clear Water Bay Road Westbound,Fast Lane,4,North West,Y,22/3/2025,53.67391304,0.630434783,39,,No
New Clear Water Bay Road Westbound,Slow Lane,4,North West,Y,22/3/2025,57.11956522,1.184782609,87,,No
New Clear Water Bay Road Westbound,Fast Lane,4,West,Y,22/3/2025,71.55978261,0.440217391,66,,No
New Clear Water Bay Road Westbound,Slow Lane,4,West,Y,22/3/2025,65.29347826,0.673913043,51,,No
Prince Edward Road Northeastbound,Fast Lane,4,North East,Y,22/3/2025,74.60869565,0.690217391,131,,No
Prince Edward Road Northeastbound,Slow Lane,4,North East,Y,22/3/2025,76.11956522,1.570652174,240,,No
Prince Edward Road Northeastbound,Middle Lane,4,North East,Y,22/3/2025,82.88043478,1.52173913,128,,No
Prince Edward Road Southeastbound,Fast Lane,4,South West,Y,22/3/2025,81.67391304,1.554347826,129,,No
Prince Edward Road Southeastbound,Slow Lane,4,South West,Y,22/3/2025,76.26086957,0.5,43,,No
Kwun Tong Road Westbound,Fast Lane,4,North West,N,22/3/2025,77.5,0.75,7,,No
Kwun Tong Road Westbound,Middle Lane 1,4,North West,N,22/3/2025,64.5,0.25,4,,No
Kwun Tong Road Westbound,Middle Lane 2,4,North West,N,22/3/2025,71,0,2,,No
Kwun Tong Road Westbound,Middle Lane 3,4,North West,N,22/3/2025,66.25,0.25,6,,No
Kwun Tong Road Westbound,Middle Lane 4,4,North West,N,22/3/2025,71.5,1.5,13,,No
Kwun Tong Road Westbound,Slow Lane,4,North West,N,22/3/2025,65.75,0.5,3,,No
Kwun Tong Road Westbound,Fast Lane,5,North West,Y,22/3/2025,60.17558887,1.04496788,661,,No
Kwun Tong Road Westbound,Middle Lane 1,5,North West,Y,22/3/2025,57.75603217,1.128686327,560,,No
Kwun Tong Road Westbound,Middle Lane 2,5,North West,Y,22/3/2025,59.79088472,0.90080429,485,,No
Kwun Tong Road Westbound,Slow Lane,5,North West,Y,22/3/2025,55.70449679,0.730192719,265,,No
Kwun Tong Road Westbound,Fast Lane,5,North,Y,22/3/2025,76.75531915,1.35106383,188,,No
Kwun Tong Road Westbound,Middle Lane,5,North,Y,22/3/2025,70.91489362,0.712765957,133,,No
Kwun Tong Road Westbound,Slow Lane,5,North,Y,22/3/2025,63.81914894,1.021276596,48,,No
Kwun Tong Road Westbound,Middle Lane 3,5,North West,Y,22/3/2025,70.84042553,0.861702128,121,,No
Kwun Tong Road Westbound,Middle Lane 4,5,North West,Y,22/3/2025,71.81914894,2.127659574,356,,No
Kwun Tong Road Eastbound,Fast Lane,5,South East,Y,22/3/2025,65.78900709,1.241134752,827,,No
Kwun Tong Road Eastbound,Middle Lane,5,South East,Y,22/3/2025,60.12056738,1.340425532,357,,No
Kwun Tong Road Eastbound,Slow Lane,5,South East,Y,22/3/2025,57.95390071,0.925531915,572,,No
Kwun Tong Road Eastbound,Middle Lane 1,5,South East,Y,22/3/2025,59.26241135,0.911347518,246,,No
Kwun Tong Road Eastbound,Middle Lane 2,5,South East,Y,22/3/2025,65.23758865,2.595744681,634,,No
Kwun Tong Road Eastbound,Fast Lane,5,South,Y,22/3/2025,73.62234043,2.010638298,563,,No
Kwun Tong Road Eastbound,Middle Lane,5,South,Y,22/3/2025,64.97340426,0.776595745,231,,No
Kwun Tong Road Eastbound,Slow Lane,5,South,Y,22/3/2025,60.11702128,0.35106383,42,,No
New Clear Water Bay Road Eastbound,Fast Lane,5,East,Y,22/3/2025,69.73404255,0.35106383,59,,No
New Clear Water Bay Road Eastbound,Middle Lane,5,East,Y,22/3/2025,65.74468085,1.64893617,99,,No
New Clear Water Bay Road Eastbound,Slow Lane,5,East,Y,22/3/2025,70.23404255,0.813829787,52,,No
New Clear Water Bay Road Eastbound,Fast Lane,5,North West,Y,22/3/2025,62.69148936,0.595744681,28,,No
New Clear Water Bay Road Eastbound,Slow Lane,5,North West,Y,22/3/2025,60.96808511,1.117021277,44,,No
New Clear Water Bay Road Eastbound,Fast Lane,5,South East,Y,22/3/2025,72.46808511,0.765957447,41,,No
New Clear Water Bay Road Eastbound,Middle Lane,5,South East,Y,22/3/2025,73.27659574,1.319148936,93,,No
New Clear Water Bay Road Eastbound,Slow Lane,5,South East,Y,22/3/2025,69.24468085,0.468085106,8,,No
New Clear Water Bay Road Westbound,Fast Lane,5,South,Y,22/3/2025,58.82978723,1.212765957,63,,No
New Clear Water Bay Road Westbound,Fast Lane,5,North West,Y,22/3/2025,57.40425532,1.64893617,99,,No
New Clear Water Bay Road Westbound,Slow Lane,5,North West,Y,22/3/2025,57.19148936,2.063829787,120,,No
New Clear Water Bay Road Westbound,Fast Lane,5,West,Y,22/3/2025,74.07446809,0.792553191,116,,No
New Clear Water Bay Road Westbound,Slow Lane,5,West,Y,22/3/2025,65.28723404,0.79787234,55,,No
Prince Edward Road Northeastbound,Fast Lane,5,North East,Y,22/3/2025,76.5106383,0.707446809,139,,No
Prince Edward Road Northeastbound,Slow Lane,5,North East,Y,22/3/2025,73.96808511,1.984042553,276,,No
Prince Edward Road Northeastbound,Middle Lane,5,North East,Y,22/3/2025,81.78723404,1.531914894,125,,No
Prince Edward Road Southeastbound,Fast Lane,5,South West,Y,22/3/2025,82.77659574,1.70212766,145,,No
Prince Edward Road Southeastbound,Slow Lane,5,South West,Y,22/3/2025,73.64893617,0.489361702,46,,No
Kwun Tong Road Westbound,Fast Lane,5,North West,N,22/3/2025,50,0,0,,Yes
Kwun Tong Road Westbound,Middle Lane 1,5,North West,N,22/3/2025,42.66666667,1.666666667,5,,Yes
Kwun Tong Road Westbound,Middle Lane 2,5,North West,N,22/3/2025,42.66666667,0.666666667,8,,Yes
Kwun Tong Road Westbound,Slow Lane,5,North West,N,22/3/2025,32.66666667,4,2,,Yes
Kwun Tong Road Westbound,Fast Lane,6,North West,Y,22/3/2025,61.31111111,2.046666667,1315,,No
Kwun Tong Road Westbound,Middle Lane 1,6,North West,Y,22/3/2025,59.03055556,1.894444444,698,,No
Kwun Tong Road Westbound,Middle Lane 2,6,North West,Y,22/3/2025,60.12777778,2.063888889,823,,No
Kwun Tong Road Westbound,Slow Lane,6,North West,Y,22/3/2025,53.70666667,1.906666667,492,,No
Kwun Tong Road Westbound,Fast Lane,6,North,Y,22/3/2025,76.14444444,3.388888889,384,,No
Kwun Tong Road Westbound,Middle Lane,6,North,Y,22/3/2025,79.6,1.7,238,,No
Kwun Tong Road Westbound,Slow Lane,6,North,Y,22/3/2025,52.9,2.888888889,90,,No
Kwun Tong Road Westbound,Middle Lane 3,6,North West,Y,22/3/2025,65.02222222,1.4,157,,No
Kwun Tong Road Westbound,Middle Lane 4,6,North West,Y,22/3/2025,68.2,3.1,439,,No
Kwun Tong Road Eastbound,Fast Lane,6,South East,Y,22/3/2025,67.03888889,2.253703704,1368,,No
Kwun Tong Road Eastbound,Middle Lane,6,South East,Y,22/3/2025,58.63333333,2.644444444,565,,No
Kwun Tong Road Eastbound,Slow Lane,6,South East,Y,22/3/2025,55.44259259,2.518518519,850,,No
Kwun Tong Road Eastbound,Middle Lane 1,6,South East,Y,22/3/2025,57.67777778,2.351851852,401,,No
Kwun Tong Road Eastbound,Middle Lane 2,6,South East,Y,22/3/2025,63.33703704,4.285185185,769,,No
Kwun Tong Road Eastbound,Fast Lane,6,South,Y,22/3/2025,73.77222222,3.211111111,787,,No
Kwun Tong Road Eastbound,Middle Lane,6,South,Y,22/3/2025,60.58888889,2.444444444,281,,No
Kwun Tong Road Eastbound,Slow Lane,6,South,Y,22/3/2025,55.57777778,1.744444444,111,,No
New Clear Water Bay Road Eastbound,Fast Lane,6,East,Y,22/3/2025,70.38888889,1.361111111,173,,No
New Clear Water Bay Road Eastbound,Middle Lane,6,East,Y,22/3/2025,62.93333333,3.233333333,158,,No
New Clear Water Bay Road Eastbound,Slow Lane,6,East,Y,22/3/2025,69.36111111,1.5,121,,No
New Clear Water Bay Road Eastbound,Fast Lane,6,North West,Y,22/3/2025,58.64444444,0.966666667,47,,No
New Clear Water Bay Road Eastbound,Slow Lane,6,North West,Y,22/3/2025,56.78888889,2,85,,No
New Clear Water Bay Road Eastbound,Fast Lane,6,South East,Y,22/3/2025,75.27777778,2.288888889,123,,No
New Clear Water Bay Road Eastbound,Middle Lane,6,South East,Y,22/3/2025,71.47777778,2.722222222,177,,No
New Clear Water Bay Road Eastbound,Slow Lane,6,South East,Y,22/3/2025,62.54444444,2.222222222,38,,No
New Clear Water Bay Road Westbound,Fast Lane,6,South,Y,22/3/2025,64.31111111,3.811111111,168,,No
New Clear Water Bay Road Westbound,Fast Lane,6,North West,Y,22/3/2025,60.64444444,5.166666667,281,,No
New Clear Water Bay Road Westbound,Slow Lane,6,North West,Y,22/3/2025,64.14444444,4.188888889,209,,No
New Clear Water Bay Road Westbound,Fast Lane,6,West,Y,22/3/2025,72.65,2.622222222,284,,No
New Clear Water Bay Road Westbound,Slow Lane,6,West,Y,22/3/2025,64.1,2.188888889,123,,No
Prince Edward Road Northeastbound,Fast Lane,6,North East,Y,22/3/2025,76.42777778,1.322222222,242,,No
Prince Edward Road Northeastbound,Slow Lane,6,North East,Y,22/3/2025,76.04444444,2.183333333,292,,No
Prince Edward Road Northeastbound,Middle Lane,6,North East,Y,22/3/2025,86.15555556,2.255555556,144,,No
Prince Edward Road Southeastbound,Fast Lane,6,South West,Y,22/3/2025,87.96666667,3.177777778,239,,No
Prince Edward Road Southeastbound,Slow Lane,6,South West,Y,22/3/2025,80.46666667,0.955555556,92,,No
Kwun Tong Road Westbound,Fast Lane,7,North West,Y,22/3/2025,59.83695652,3.326086957,2076,,No
Kwun Tong Road Westbound,Middle Lane 1,7,North West,Y,22/3/2025,59.5,3.059782609,1119,,No
Kwun Tong Road Westbound,Middle Lane 2,7,North West,Y,22/3/2025,59.68206522,3.222826087,1285,,No
Kwun Tong Road Westbound,Slow Lane,7,North West,Y,22/3/2025,54.06956522,2.391304348,773,,No
Kwun Tong Road Westbound,Fast Lane,7,North,Y,22/3/2025,71.38043478,5.380434783,567,,No
Kwun Tong Road Westbound,Middle Lane,7,North,Y,22/3/2025,76.04347826,3.206521739,387,,No
Kwun Tong Road Westbound,Slow Lane,7,North,Y,22/3/2025,49.06521739,3.717391304,123,,Yes
Kwun Tong Road Westbound,Middle Lane 3,7,North West,Y,22/3/2025,67,1.173913043,157,,No
Kwun Tong Road Westbound,Middle Lane 4,7,North West,Y,22/3/2025,66.39130435,5.347826087,625,,No
Kwun Tong Road Eastbound,Fast Lane,7,South East,Y,22/3/2025,63.875,5.605072464,2560,,No
Kwun Tong Road Eastbound,Middle Lane,7,South East,Y,22/3/2025,55.59782609,4.510869565,890,,No
Kwun Tong Road Eastbound,Slow Lane,7,South East,Y,22/3/2025,54.32608696,3.989130435,1431,,No
Kwun Tong Road Eastbound,Middle Lane 1,7,South East,Y,22/3/2025,58.4384058,3.786231884,588,,No
Kwun Tong Road Eastbound,Middle Lane 2,7,South East,Y,22/3/2025,60.52536232,6.18115942,1068,,No
Kwun Tong Road Eastbound,Fast Lane,7,South,Y,22/3/2025,70.14130435,6.298913043,1373,,No
Kwun Tong Road Eastbound,Middle Lane,7,South,Y,22/3/2025,60.68478261,3.701086957,489,,No
Kwun Tong Road Eastbound,Slow Lane,7,South,Y,22/3/2025,51.55434783,2.608695652,150,,No
New Clear Water Bay Road Eastbound,Fast Lane,7,East,Y,22/3/2025,67.69565217,2.940217391,348,,No
New Clear Water Bay Road Eastbound,Middle Lane,7,East,Y,22/3/2025,61.43478261,5.217391304,229,,No
New Clear Water Bay Road Eastbound,Slow Lane,7,East,Y,22/3/2025,70.04347826,1.847826087,204,,No
New Clear Water Bay Road Eastbound,Fast Lane,7,North West,Y,22/3/2025,53.63043478,3.641304348,138,,No
New Clear Water Bay Road Eastbound,Slow Lane,7,North West,Y,22/3/2025,51.75,4.510869565,172,,No
New Clear Water Bay Road Eastbound,Fast Lane,7,South East,Y,22/3/2025,73.30588235,5.858823529,260,,No
New Clear Water Bay Road Eastbound,Middle Lane,7,South East,Y,22/3/2025,73.84705882,3.788235294,198,,No
New Clear Water Bay Road Eastbound,Slow Lane,7,South East,Y,22/3/2025,63.38823529,4.341176471,48,,No
New Clear Water Bay Road Westbound,Fast Lane,7,South,Y,22/3/2025,63.63043478,8.369565217,322,,No
New Clear Water Bay Road Westbound,Fast Lane,7,North West,Y,22/3/2025,62.17391304,7.402173913,384,,No
New Clear Water Bay Road Westbound,Slow Lane,7,North West,Y,22/3/2025,56.79347826,4.836956522,237,,No
New Clear Water Bay Road Westbound,Fast Lane,7,West,Y,22/3/2025,69.34615385,5.461538462,530,,No
New Clear Water Bay Road Westbound,Slow Lane,7,West,Y,22/3/2025,60.11111111,4.511111111,231,,No
Prince Edward Road Northeastbound,Fast Lane,7,North East,Y,22/3/2025,80.16847826,2.77173913,448,,No
Prince Edward Road Northeastbound,Slow Lane,7,North East,Y,22/3/2025,75.23369565,3.440217391,438,,No
Prince Edward Road Northeastbound,Middle Lane,7,North East,Y,22/3/2025,81.97826087,3.402173913,210,,No
Prince Edward Road Southeastbound,Fast Lane,7,South West,Y,22/3/2025,85.57608696,5.75,404,,No
Prince Edward Road Southeastbound,Slow Lane,7,South West,Y,22/3/2025,88.86956522,1.391304348,129,,No
New Clear Water Bay Road Eastbound,Fast Lane,7,South East,N,22/3/2025,77.14285714,6.285714286,24,,No
New Clear Water Bay Road Eastbound,Middle Lane,7,South East,N,22/3/2025,68,4,22,,No
New Clear Water Bay Road Eastbound,Slow Lane,7,South East,N,22/3/2025,62.28571429,0.857142857,3,,No
Kwun Tong Road Westbound,Fast Lane,8,North West,Y,22/3/2025,55.69782609,5.032608696,2731,,No
